"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"3842","Native",1,24,"reflexive","fp","reflexive fp",4,1,0,NA,"Unambiguous","Mismatch"
"3844","Native",1,12,"reflexive","fp","reflexive fp",4,0,230,230,"Unambiguous","Mismatch"
"3846","Native",1,6,"reflexive","fp","reflexive fp",2,1,0,NA,"Ambiguous","Mismatch"
"3848","Native",1,7,"reflexive","fp","reflexive fp",3,0,185,185,"Unambiguous","Match"
"3850","Native",1,14,"reflexive","fp","reflexive fp",2,0,202,202,"Ambiguous","Mismatch"
"3852","Native",1,21,"reflexive","fp","reflexive fp",1,0,183,183,"Ambiguous","Match"
"3854","Native",1,19,"reflexive","fp","reflexive fp",3,0,189,189,"Unambiguous","Match"
"3856","Native",1,17,"reflexive","fp","reflexive fp",1,0,297,297,"Ambiguous","Match"
"3858","Native",1,10,"reflexive","fp","reflexive fp",2,0,218,218,"Ambiguous","Mismatch"
"3860","Native",1,23,"reflexive","fp","reflexive fp",3,0,268,268,"Unambiguous","Match"
"3862","Native",1,15,"reflexive","fp","reflexive fp",3,1,0,NA,"Unambiguous","Match"
"3864","Native",1,1,"reflexive","fp","reflexive fp",1,0,317,317,"Ambiguous","Match"
"3866","Native",1,2,"reflexive","fp","reflexive fp",2,0,196,196,"Ambiguous","Mismatch"
"3868","Native",1,5,"reflexive","fp","reflexive fp",1,0,179,179,"Ambiguous","Match"
"3870","Native",1,16,"reflexive","fp","reflexive fp",4,0,228,228,"Unambiguous","Mismatch"
"3872","Native",1,3,"reflexive","fp","reflexive fp",3,0,224,224,"Unambiguous","Match"
"3874","Native",1,13,"reflexive","fp","reflexive fp",1,1,0,NA,"Ambiguous","Match"
"3876","Native",1,11,"reflexive","fp","reflexive fp",3,0,191,191,"Unambiguous","Match"
"3878","Native",1,9,"reflexive","fp","reflexive fp",1,1,0,NA,"Ambiguous","Match"
"3880","Native",1,8,"reflexive","fp","reflexive fp",4,0,211,211,"Unambiguous","Mismatch"
"3882","Native",1,4,"reflexive","fp","reflexive fp",4,0,287,287,"Unambiguous","Mismatch"
"3884","Native",1,20,"reflexive","fp","reflexive fp",4,0,177,177,"Unambiguous","Mismatch"
"3886","Native",1,18,"reflexive","fp","reflexive fp",2,0,318,318,"Ambiguous","Mismatch"
"3888","Native",1,22,"reflexive","fp","reflexive fp",2,0,285,285,"Ambiguous","Mismatch"
"3890","Native",2,14,"reflexive","fp","reflexive fp",3,0,250,250,"Unambiguous","Match"
"3892","Native",2,4,"reflexive","fp","reflexive fp",1,1,0,NA,"Ambiguous","Match"
"3894","Native",2,19,"reflexive","fp","reflexive fp",4,1,0,NA,"Unambiguous","Mismatch"
"3896","Native",2,1,"reflexive","fp","reflexive fp",2,0,263,263,"Ambiguous","Mismatch"
"3898","Native",2,5,"reflexive","fp","reflexive fp",2,1,0,NA,"Ambiguous","Mismatch"
"3900","Native",2,15,"reflexive","fp","reflexive fp",4,0,289,289,"Unambiguous","Mismatch"
"3902","Native",2,7,"reflexive","fp","reflexive fp",4,0,243,243,"Unambiguous","Mismatch"
"3904","Native",2,18,"reflexive","fp","reflexive fp",3,1,0,NA,"Unambiguous","Match"
"3906","Native",2,6,"reflexive","fp","reflexive fp",3,1,0,NA,"Unambiguous","Match"
"3908","Native",2,22,"reflexive","fp","reflexive fp",3,0,220,220,"Unambiguous","Match"
"3910","Native",2,10,"reflexive","fp","reflexive fp",3,0,194,194,"Unambiguous","Match"
"3912","Native",2,8,"reflexive","fp","reflexive fp",1,1,0,NA,"Ambiguous","Match"
"3914","Native",2,24,"reflexive","fp","reflexive fp",1,0,172,172,"Ambiguous","Match"
"3916","Native",2,17,"reflexive","fp","reflexive fp",2,0,166,166,"Ambiguous","Mismatch"
"3918","Native",2,2,"reflexive","fp","reflexive fp",3,1,0,NA,"Unambiguous","Match"
"3920","Native",2,11,"reflexive","fp","reflexive fp",4,1,0,NA,"Unambiguous","Mismatch"
"3922","Native",2,3,"reflexive","fp","reflexive fp",4,0,231,231,"Unambiguous","Mismatch"
"3924","Native",2,21,"reflexive","fp","reflexive fp",2,0,138,138,"Ambiguous","Mismatch"
"3926","Native",2,20,"reflexive","fp","reflexive fp",1,1,0,NA,"Ambiguous","Match"
"3928","Native",2,16,"reflexive","fp","reflexive fp",1,0,188,188,"Ambiguous","Match"
"3930","Native",2,13,"reflexive","fp","reflexive fp",2,0,181,181,"Ambiguous","Mismatch"
"3932","Native",2,9,"reflexive","fp","reflexive fp",2,1,0,NA,"Ambiguous","Mismatch"
"3934","Native",2,12,"reflexive","fp","reflexive fp",1,1,0,NA,"Ambiguous","Match"
"3936","Native",2,23,"reflexive","fp","reflexive fp",4,0,294,294,"Unambiguous","Mismatch"
"3937","Native",3,11,"reflexive","fp","reflexive fp",1,0,244,244,"Ambiguous","Match"
"3939","Native",3,21,"reflexive","fp","reflexive fp",3,0,322,322,"Unambiguous","Match"
"3941","Native",3,2,"reflexive","fp","reflexive fp",4,0,153,153,"Unambiguous","Mismatch"
